Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Temp_diff,Torque_per_rpm,Real,Predito,Prob_Falha
L,302.9,312.4,1383,51.4,160,9.5,0.03716558206794131,0,0,0.7152866949621789
M,301.5,310.7,1347,47.9,29,9.199999999999989,0.03556050482551183,0,0,0.2775333100617881
L,301.5,310.1,1430,46.5,35,8.600000000000023,0.03251748251745978,0,0,0.35814870174480506
L,296.8,308.0,1666,29.8,41,11.199999999999989,0.01788715486193404,0,0,0.024421675405561772
H,298.6,309.4,1362,45.3,56,10.799999999999955,0.033259911894248706,0,0,0.11230263113635525
L,299.7,309.1,1713,33.5,141,9.400000000000034,0.019556333917093077,0,0,0.3132420729776365
L,297.9,307.6,1687,29.1,176,9.700000000000045,0.01724955542381906,0,0,0.2073068553657127
L,300.2,311.4,1483,44.4,141,11.199999999999989,0.029939312204969697,0,0,0.22796828242578987
L,300.5,310.6,1448,46.3,173,10.100000000000023,0.03197513812152488,0,0,0.4924283583402087
H,303.3,311.8,1806,27.7,44,8.5,0.015337763012173124,0,0,0.19129983102985068
L,303.3,311.6,1514,34.7,130,8.300000000000011,0.022919418758241137,0,0,0.2932289059513535
L,301.0,310.4,1563,34.4,124,9.399999999999977,0.022008957133703128,0,0,0.1838614165282702
L,299.1,308.2,1568,33.3,123,9.099999999999966,0.021237244897945637,0,0,0.18185182104921074
L,297.4,308.6,1476,42.3,107,11.200000000000045,0.028658536585346436,0,0,0.1212298013431569
M,297.4,308.8,1359,48.7,220,11.400000000000034,0.03583517292123927,0,0,0.45105334017696014
M,298.4,308.1,1495,46.0,203,9.700000000000045,0.030769230769210187,0,0,0.6288579872320128
L,296.6,307.5,1485,42.7,204,10.899999999999977,0.028754208754189395,0,0,0.3286079618687242
L,296.4,307.5,1549,36.1,58,11.100000000000023,0.023305358295659585,0,0,0.04250392664374537
M,298.1,307.8,1569,31.2,131,9.699999999999989,0.019885277246641245,0,0,0.10780723299109914
H,298.8,308.5,1359,47.6,85,9.699999999999989,0.035025754231026475,0,0,0.32374876417137627
M,298.1,308.8,1378,53.5,65,10.699999999999989,0.038824383163977634,0,0,0.35607095669495864
M,298.7,309.9,1458,40.2,137,11.199999999999989,0.02757201646088644,0,0,0.1161151740655054
M,298.7,309.6,1686,26.2,189,10.900000000000034,0.015539739027274294,0,0,0.09078959181769976
L,298.2,308.9,1605,32.0,79,10.699999999999989,0.01993769470403742,0,0,0.049679665064057174
L,299.1,310.2,1496,45.0,104,11.099999999999966,0.03008021390372321,0,0,0.1900883218632964
L,302.3,311.3,1682,34.4,127,9.0,0.020451843043983085,0,0,0.3401904237141999
M,302.5,311.0,1463,43.1,181,8.5,0.02946001367051985,0,0,0.6403783006847984
L,300.1,309.6,1565,34.8,32,9.5,0.022236421725225407,0,0,0.07771201052534982
L,303.8,313.3,1406,52.1,166,9.5,0.037055476529134386,0,0,0.7596043908109092
L,295.6,306.2,1443,48.9,33,10.599999999999966,0.0338877338877104,0,0,0.17831341347941349
H,301.4,310.3,1611,41.5,11,8.900000000000034,0.025760397268761167,0,0,0.23375867184404817
L,299.8,309.9,1553,36.6,157,10.099999999999966,0.023567289117821272,0,0,0.2120236309680596
L,303.7,312.7,1335,51.1,161,9.0,0.03827715355802376,0,0,0.7578046847179339
L,300.6,310.6,1508,34.8,62,10.0,0.02307692307690777,0,0,0.06452180335223245
M,300.0,309.6,1573,39.7,162,9.600000000000023,0.02523839796565465,0,0,0.3862974561660339
M,298.6,309.4,1465,41.1,30,10.799999999999955,0.028054607508513275,0,0,0.059368641862691446
L,301.7,310.1,1500,39.6,56,8.400000000000034,0.026399999999982403,0,0,0.25258299637814374
L,300.0,311.4,1927,24.6,132,11.399999999999977,0.012765957446801887,0,0,0.12012909841599909
H,302.5,311.5,1496,43.8,218,9.0,0.02927807486629059,0,0,0.7098564145354568
M,298.6,309.2,1742,30.0,37,10.599999999999966,0.017221584385753604,0,0,0.05007977603977555
L,300.4,309.3,1766,28.2,207,8.900000000000034,0.01596828992071576,0,0,0.45357529447126105
H,300.8,310.4,1419,46.4,200,9.599999999999966,0.03269908386185152,0,0,0.6234766148642109
M,298.0,308.7,1494,42.6,96,10.699999999999989,0.028514056224880513,0,0,0.15340428507656603
H,297.3,308.1,1554,42.4,158,10.800000000000011,0.027284427284409725,0,0,0.2804787656068482
L,298.0,307.7,1643,32.3,200,9.699999999999989,0.01965916007302516,0,0,0.29440718429358287
M,302.0,311.0,1980,21.5,20,9.0,0.010858585858580374,0,0,0.1469036184027048
L,298.7,310.1,1641,31.1,49,11.400000000000034,0.018951858622779434,0,0,0.026001723480424475
M,299.9,309.4,1399,54.8,3,9.5,0.03917083631162318,0,0,0.4351483574709407
M,296.9,308.0,1430,55.9,71,11.100000000000023,0.039090909090881754,0,0,0.41267713381675397
L,302.5,311.9,1497,41.6,123,9.399999999999977,0.02778891115562606,0,0,0.3395754088775679
L,299.9,310.4,1328,49.9,206,10.5,0.03757530120479098,0,0,0.6056136838968971
M,297.6,308.6,1492,35.5,88,11.0,0.023793565683630166,0,0,0.04549711322783473
L,301.2,312.4,1480,53.5,97,11.199999999999989,0.03614864864862422,0,0,0.4254777788923244
L,298.9,308.3,1576,36.6,7,9.400000000000034,0.023223350253792373,0,0,0.08270224877983921
L,296.9,308.4,1557,32.4,173,11.5,0.02080924855489993,0,0,0.06752586377759391
M,302.1,310.6,1326,59.1,88,8.5,0.044570135746572724,1,1,0.8744760392971169
L,300.2,309.8,1827,23.0,6,9.600000000000023,0.012588943623419491,0,0,0.04640943687499738
L,301.1,311.2,1910,20.2,41,10.099999999999966,0.010575916230360955,0,0,0.05920064370850284
L,299.8,309.1,1485,39.9,207,9.300000000000011,0.026868686868668775,0,0,0.4801016606186346
H,300.6,309.4,1380,47.6,246,8.799999999999955,0.03449275362316341,1,1,0.8275828899240043
M,303.4,312.7,1399,48.4,34,9.300000000000011,0.03459614010004675,0,0,0.3208575549270873
M,298.9,308.2,1335,47.8,40,9.300000000000011,0.03580524344566606,0,0,0.269699815016541
L,298.2,307.8,1476,36.8,134,9.600000000000023,0.02493224932247633,0,0,0.17362330394345463
L,298.0,308.4,1911,22.0,13,10.399999999999977,0.011512297226576916,0,0,0.04325491415615292
L,302.3,310.9,1459,35.0,32,8.599999999999966,0.023989033584630576,0,0,0.09289032147136767
M,302.6,312.1,2000,21.9,200,9.5,0.010949999999994525,0,0,0.5052718975456457
M,298.8,310.0,1295,52.7,74,11.199999999999989,0.04069498069494927,0,0,0.27468251083308426
L,303.0,311.2,1511,45.7,184,8.199999999999989,0.0302448709463731,0,0,0.7936574691980213
L,298.0,309.1,1820,23.6,120,11.100000000000023,0.012967032967025843,0,0,0.06122377770357946
M,299.9,311.3,1703,28.4,134,11.400000000000034,0.0166764533176649,0,0,0.05886093847530735
L,301.1,312.2,1397,54.9,81,11.099999999999966,0.03929849677878361,0,0,0.4202110128905274
M,302.2,311.7,1466,49.0,66,9.5,0.03342428376532509,0,0,0.41873262552691903
L,301.1,310.6,1417,47.6,10,9.5,0.03359209597739337,0,0,0.22360355486847724
L,301.7,310.7,1542,40.0,188,9.0,0.025940337224367095,0,0,0.5389159857094217
M,300.6,309.8,1447,42.9,12,9.199999999999989,0.029647546648217244,0,0,0.1497502373665052
L,302.5,312.0,2052,18.9,40,9.5,0.009210526315784985,0,0,0.16144065241446803
H,299.3,308.9,1429,43.0,96,9.599999999999966,0.030090972708166488,0,0,0.2437421087698271
M,301.9,310.9,1641,33.2,3,9.0,0.02023156611820827,0,0,0.08714414945252541
L,297.9,307.8,1505,37.3,100,9.900000000000034,0.02478405315612971,0,0,0.12761832054241803
L,300.7,310.2,1387,50.6,83,9.5,0.036481614996368796,0,0,0.48391974173155355
L,299.0,310.4,1524,39.8,120,11.399999999999977,0.026115485564287323,0,0,0.10560108237399077
L,300.3,311.8,1746,26.3,187,11.5,0.015063001145466746,0,0,0.09240858155951996
L,303.8,312.9,1589,37.2,203,9.099999999999966,0.02341095028318225,0,0,0.5220229025900943
L,297.9,307.3,1824,26.3,5,9.400000000000034,0.014418859649114902,0,0,0.07009427608167199
H,299.9,309.8,1400,48.7,119,9.900000000000034,0.03478571428568944,0,0,0.4445666914151942
H,297.4,308.9,1645,30.8,196,11.5,0.018723404255307767,0,0,0.10082798757514665
H,303.3,312.6,1692,29.0,125,9.300000000000011,0.017139479905427222,0,0,0.182443847171711
L,299.8,309.6,1374,51.6,137,9.800000000000011,0.0375545851528111,0,0,0.6101512547855644
M,302.8,311.0,1507,33.4,82,8.199999999999989,0.022163238221617674,0,0,0.17093171141085528
L,295.8,306.5,1505,35.2,86,10.699999999999989,0.023388704318921337,0,0,0.052006892798414
L,304.0,313.3,1530,34.8,211,9.300000000000011,0.022745098039200818,0,0,0.37215016981635307
M,298.2,308.7,1426,42.6,23,10.5,0.029873772791002895,0,0,0.07236348218854652
L,298.5,309.5,1738,25.2,49,11.0,0.014499424625998562,0,0,0.024885274850170502
M,297.5,308.4,1596,36.6,80,10.899999999999977,0.0229323308270533,0,0,0.07601458790725868
L,300.0,309.5,1717,28.3,48,9.5,0.016482236458930412,0,0,0.07801462655180844
M,300.0,311.4,1352,61.8,10,11.399999999999977,0.04571005917156382,0,0,0.45022498966113617
M,298.0,307.9,1479,47.6,76,9.899999999999977,0.03218390804595525,0,0,0.3230147193013516
M,303.7,312.9,1406,41.9,48,9.199999999999989,0.029800853485042814,0,0,0.17494894055273447
L,299.7,309.0,1412,49.2,85,9.300000000000011,0.03484419263453623,0,0,0.46773653934069753
L,300.5,309.8,1461,52.5,146,9.300000000000011,0.035934291581084236,0,0,0.7566605588820067
M,300.7,311.3,1487,39.8,50,10.600000000000023,0.026765299260237546,0,0,0.07524766913570724
L,302.4,311.9,1290,70.0,139,9.5,0.054263565891430804,1,1,0.9782482535171165
L,300.8,311.2,1492,39.0,109,10.399999999999977,0.02613941018765004,0,0,0.13611743538560822
M,301.0,312.0,1499,34.6,207,11.0,0.023082054703120025,0,0,0.13982678939832105
L,299.7,311.1,1650,32.4,60,11.400000000000034,0.019636363636351736,0,0,0.03678469089908569
L,298.0,307.7,1442,43.6,148,9.699999999999989,0.030235783633820918,0,0,0.36643345211948514
M,299.2,308.9,1521,42.3,215,9.699999999999989,0.027810650887555678,0,0,0.5513411513498678
H,298.6,308.4,1407,50.5,164,9.799999999999955,0.035891968727764116,0,0,0.6402186855879345
H,298.7,308.5,1420,45.7,143,9.800000000000011,0.032183098591526633,0,0,0.40822166833476525
L,299.7,309.4,1399,39.9,91,9.699999999999989,0.028520371694046805,0,0,0.14133609231973343
M,296.9,307.8,1840,24.6,157,10.900000000000034,0.01336956521738404,0,0,0.11568016301476192
L,300.7,312.0,1550,32.4,5,11.300000000000011,0.020903225806438126,0,0,0.014564446430941602
M,302.5,311.9,1524,34.8,86,9.399999999999977,0.022834645669276354,0,0,0.1213937519372375
L,304.1,313.6,1382,46.7,134,9.5,0.03379160636755876,0,0,0.4797105036953209
L,298.2,308.0,1658,30.0,3,9.800000000000011,0.01809408926416279,0,0,0.037723221856848344
L,298.8,309.8,1363,44.0,25,11.0,0.0322817314746645,0,0,0.06196450523775628
L,302.9,312.3,1530,34.9,185,9.400000000000034,0.02281045751632496,0,0,0.2957744637292891
H,298.1,309.1,1425,44.5,49,11.0,0.03122807017541668,0,0,0.09450513173224263
M,300.2,311.3,1587,31.2,73,11.100000000000023,0.01965973534970406,0,0,0.03171074840988345
L,301.6,310.6,1562,34.4,162,9.0,0.02202304737514595,0,0,0.30070892360948626
L,301.8,311.5,1443,43.3,134,9.699999999999989,0.03000693000690921,0,0,0.3435634251994344
M,298.2,308.9,1414,44.3,68,10.699999999999989,0.03132956152755917,0,0,0.12344332805834982
M,302.2,311.5,1443,47.0,90,9.300000000000011,0.03257103257101,0,0,0.42164329859738864
L,298.2,308.8,1540,34.8,32,10.600000000000023,0.022597402597387923,0,0,0.0365016323172984
L,300.8,311.6,1568,36.0,23,10.800000000000011,0.022959183673454744,0,0,0.04158216929363397
L,297.9,307.5,1574,35.8,153,9.600000000000023,0.022744599745855944,0,0,0.24356529734475527
M,302.6,311.0,1542,39.7,141,8.399999999999977,0.025745784695184345,0,0,0.4931685619174602
M,299.9,309.2,1389,51.2,185,9.300000000000011,0.03686105111588419,0,0,0.7659100914069394
M,303.4,312.1,1499,39.4,197,8.700000000000045,0.026284189459622225,0,0,0.5516264838609012
H,297.3,308.3,1461,41.5,108,11.0,0.028405201916476108,0,0,0.1170066970732156
M,297.2,308.5,1584,40.0,4,11.300000000000011,0.02525252525250931,0,0,0.04255390364286949
L,299.5,309.3,1409,44.7,46,9.800000000000011,0.03172462739529331,0,0,0.17426766987574896
M,298.0,307.6,1569,35.6,173,9.600000000000023,0.022689611217321423,0,0,0.2706873100275762
L,299.7,309.6,1399,51.3,144,9.900000000000034,0.036669049320917316,0,0,0.6099311002364569
M,302.5,311.0,1387,52.1,116,8.5,0.03756308579665641,0,0,0.7569237457515285
M,298.3,309.1,1488,40.6,176,10.800000000000011,0.027284946236540805,0,0,0.22518646785515933
L,300.0,309.4,1308,50.2,32,9.399999999999977,0.03837920489293702,0,0,0.3279238651532398
L,297.6,308.5,1475,42.4,24,10.899999999999977,0.028745762711844917,0,0,0.06537472737988616
L,300.3,311.3,1505,39.6,107,11.0,0.026312292358786505,0,0,0.10893867490599363
L,302.4,311.4,1450,44.1,56,9.0,0.030413793103427303,0,0,0.28944818491974666
L,301.8,310.0,2032,19.0,203,8.199999999999989,0.0093503937007828,0,0,0.6689583362430211
L,300.7,310.2,1696,27.5,73,9.5,0.016214622641499872,0,0,0.08288835198089148
L,296.2,306.9,1516,39.1,138,10.699999999999989,0.02579155672821518,0,0,0.15044867096089948
L,302.0,310.4,1464,47.2,159,8.399999999999977,0.032240437158447925,0,0,0.7388480042172945
L,302.9,311.0,1820,24.6,128,8.100000000000023,0.01351648351647609,0,0,0.34687708758615354
L,297.4,308.7,1638,31.9,131,11.300000000000011,0.019474969474957585,0,0,0.06672365038077081
L,300.1,311.7,1503,42.6,208,11.599999999999966,0.028343313373234636,0,0,0.27657958852716386
L,301.5,310.4,1270,54.2,26,8.899999999999977,0.04267716535429711,0,0,0.5565051001632619
M,302.3,311.0,1541,36.6,143,8.699999999999989,0.023750811161567974,0,0,0.3448512453445236
M,300.4,311.8,1707,30.0,165,11.400000000000034,0.017574692442871954,0,0,0.09933633403084084
L,302.0,310.9,1455,43.2,220,8.899999999999977,0.02969072164946413,0,0,0.6798675861938104
L,297.9,309.2,1478,39.7,10,11.300000000000011,0.02686062246276938,0,0,0.031258069161269345
L,301.7,310.2,1486,43.0,66,8.5,0.028936742934031673,0,0,0.359463829637882
L,298.8,309.1,1477,42.4,158,10.300000000000011,0.028706838185491735,0,0,0.29723448669179675
L,299.1,308.5,1415,43.4,0,9.399999999999977,0.030671378091851116,0,0,0.11890236932989977
M,300.5,311.6,1658,30.4,170,11.100000000000023,0.01833534378768496,0,0,0.10308358043186584
L,299.8,309.3,1291,56.4,188,9.5,0.04368706429121325,0,1,0.8715998374727735
L,298.1,307.9,1517,40.8,50,9.799999999999955,0.026895187870779897,0,0,0.13862412291104453
L,302.3,311.4,1609,32.3,49,9.099999999999966,0.020074580484760674,0,0,0.10312525685415491
L,300.6,311.9,1472,44.2,126,11.299999999999955,0.03002717391302308,0,0,0.18413910074729808
L,299.0,308.5,1886,23.0,198,9.5,0.012195121951213046,0,0,0.34847501070762416
L,302.4,311.8,1255,59.0,138,9.400000000000034,0.0470119521911976,0,1,0.8792088028960191
L,296.9,307.7,1550,39.7,124,10.800000000000011,0.025612903225789928,0,0,0.15310012023296152
H,303.4,312.2,1554,36.8,85,8.800000000000011,0.02368082368080844,0,0,0.23450188708381844
M,300.6,309.8,1532,42.5,130,9.199999999999989,0.02774151436029521,0,0,0.42709866990945694
L,301.7,310.1,1487,48.0,36,8.400000000000034,0.03227975790179403,0,0,0.479114075534504
L,301.4,310.6,1557,38.2,157,9.200000000000045,0.024534360950530167,0,0,0.3780214759604552
L,302.7,310.5,1563,35.0,8,7.800000000000011,0.022392834293011903,0,0,0.16259658168017183
H,300.9,311.4,1387,42.7,121,10.5,0.030785868781520703,0,0,0.1798549651885996
L,295.9,306.6,1679,30.4,117,10.700000000000045,0.018106015485397198,0,0,0.0780218816941023
L,300.5,311.9,1576,31.1,149,11.399999999999977,0.019733502538058546,0,0,0.05561535609861964
L,302.6,312.4,1386,45.8,38,9.799999999999955,0.0330447330447092,0,0,0.19134846917479273
M,302.3,311.6,1608,39.9,136,9.300000000000011,0.024813432835805463,0,0,0.4155145643376649
L,299.6,310.2,1381,60.5,13,10.599999999999966,0.04380883417810007,0,0,0.5268421683571801
M,301.3,311.5,1648,32.4,0,10.199999999999989,0.019660194174745352,0,0,0.03992667688023266
H,300.3,311.7,1655,29.9,193,11.399999999999977,0.018066465256786665,0,0,0.10306350406773705
L,302.3,311.5,1543,33.1,39,9.199999999999989,0.021451717433557064,0,0,0.07540946571339105
M,302.5,312.0,1451,43.2,189,9.5,0.02977257064091677,0,0,0.5128055829190203
M,301.7,311.0,1298,58.1,168,9.300000000000011,0.04476117103232299,0,1,0.8944454010755664
M,297.4,309.3,1775,25.8,91,11.900000000000034,0.014535211267597445,0,0,0.028567830082350826
M,297.2,307.9,1456,44.9,85,10.699999999999989,0.03083791208789091,0,0,0.16717845659465302
L,297.4,308.1,1348,53.7,68,10.700000000000045,0.03983679525219597,0,0,0.3655463360177816
M,301.4,310.5,1451,45.3,183,9.100000000000023,0.031219848380405774,0,0,0.6271600367592407
L,303.4,311.5,1879,21.3,78,8.100000000000023,0.011335816923889656,0,0,0.23183410197057863
L,299.0,310.4,1713,28.0,116,11.399999999999977,0.01634559252771959,0,0,0.049212981469951726
L,298.0,307.7,1606,30.8,17,9.699999999999989,0.01917808219176888,0,0,0.03997466577154545
L,302.8,311.0,1564,38.5,85,8.199999999999989,0.024616368286429272,0,0,0.36328095790396686
L,298.1,309.0,1502,40.9,153,10.899999999999977,0.027230359520621018,0,0,0.19324603706712123
L,301.3,311.1,1723,27.6,210,9.800000000000011,0.016018572257680778,0,0,0.27483674371047695
M,304.0,313.0,1575,34.5,92,9.0,0.021904761904747997,0,0,0.1861033404261573
M,303.9,313.1,1437,48.3,110,9.200000000000045,0.03361169102294112,0,0,0.545248207369709
L,299.8,309.5,1641,27.1,16,9.699999999999989,0.016514320536248316,0,0,0.029855499213933562
L,302.2,311.4,1449,46.5,60,9.199999999999989,0.03209109730846647,0,0,0.35127976602274535
L,300.0,311.3,1520,39.2,43,11.300000000000011,0.025789473684193563,0,0,0.04900622994750907
M,301.4,310.8,1530,39.9,107,9.400000000000034,0.026078431372531973,0,0,0.26516468870389703
L,297.4,308.5,1418,51.2,52,11.100000000000023,0.03610719322987581,0,0,0.21912718775546394
L,297.3,308.3,2358,14.9,49,11.0,0.006318914334178831,0,0,0.27747547828838404
L,298.7,309.7,1667,30.4,92,11.0,0.01823635272944317,0,0,0.05204462955952082
L,300.3,309.8,1523,39.2,24,9.5,0.025738673670370495,0,0,0.110724449317207
L,295.7,306.2,1464,46.2,92,10.5,0.03155737704915877,0,0,0.2298419489583337
L,298.4,309.1,1579,36.1,123,10.700000000000045,0.0228625712476106,0,0,0.11667742968739686
L,302.4,312.0,1305,49.1,16,9.600000000000023,0.037624521072768105,0,0,0.2429423749573985
L,298.5,310.0,1804,26.1,22,11.5,0.014467849223938766,0,0,0.022538949436871535
L,302.6,311.0,1660,38.0,99,8.399999999999977,0.022891566265046452,0,0,0.4465854492949549
M,297.1,308.5,1621,32.4,194,11.399999999999977,0.01998766193706355,0,0,0.1116207365495816
M,297.6,309.3,1529,41.9,3,11.699999999999989,0.027403531720060558,0,0,0.03636575325070535
L,298.1,307.7,1479,45.0,136,9.599999999999966,0.030425963488823243,0,0,0.4260570518192237
L,300.6,309.4,1442,43.2,96,8.799999999999955,0.029958391123418894,0,0,0.36306611108109976
L,302.4,311.9,1867,25.9,121,9.5,0.013872522763784749,0,0,0.24575915585177854
L,302.3,311.0,1442,43.7,152,8.699999999999989,0.03030513176142143,0,0,0.5508432068801297
L,300.3,311.8,1488,38.4,51,11.5,0.025806451612885882,0,0,0.03827378647817627
M,297.7,309.1,1732,28.1,167,11.400000000000034,0.01622401847574121,0,0,0.08590599834097451
L,300.4,310.5,1402,54.3,44,10.100000000000023,0.03873038516402373,0,0,0.4436577347122813
H,299.5,309.1,1548,44.3,40,9.600000000000023,0.028617571059413035,0,0,0.23697465859250852
M,301.0,310.7,1493,48.1,145,9.699999999999989,0.03221701272603335,0,0,0.5711240684713562
L,302.6,310.9,1331,52.0,154,8.299999999999955,0.03906836964685269,1,1,0.832166161156931
L,301.4,309.9,1259,63.9,20,8.5,0.05075456711671902,1,1,0.8921628571472564
H,299.2,308.7,1375,55.1,78,9.5,0.04007272727269813,0,0,0.6358446665782246
L,300.1,309.6,1321,46.9,75,9.5,0.03550340651019265,0,0,0.2961540989932968
H,298.9,310.2,1771,26.8,216,11.300000000000011,0.015132693393554414,0,0,0.15507179275151753
M,300.3,311.1,1477,44.2,166,10.800000000000011,0.02992552471223431,0,0,0.31285159767014475
L,301.3,310.8,1390,57.4,164,9.5,0.04129496402874727,0,1,0.8692808512743971
L,299.1,308.3,1489,38.1,32,9.199999999999989,0.025587642713213173,0,0,0.10582448982589224
H,298.2,310.0,1433,44.2,68,11.800000000000011,0.03084438241449348,0,0,0.07196007017267628
M,296.2,307.2,1385,44.0,5,11.0,0.03176895306856912,0,0,0.049083522402398126
M,298.2,307.7,1608,33.8,106,9.5,0.021019900497499366,0,0,0.15229418039587897
L,301.1,310.1,1489,45.8,42,9.0,0.03075889858963683,0,0,0.3289381444117039
L,298.7,310.1,1620,34.8,112,11.400000000000034,0.02148148148146822,0,0,0.0722723112811107
L,303.9,312.6,1426,53.4,172,8.700000000000045,0.03744740532956701,0,1,0.8724962460214817
L,302.6,312.3,1647,31.8,52,9.699999999999989,0.0193078324225748,0,0,0.08548760466865915
L,301.2,310.8,1479,38.2,139,9.600000000000023,0.025828262339401064,0,0,0.22891046467476775
L,297.8,308.4,1374,47.1,150,10.599999999999966,0.0342794759825078,0,0,0.33977579401537195
M,300.2,310.6,1983,20.8,83,10.400000000000034,0.01048915784164877,0,0,0.11639359581348623
L,298.3,309.5,1711,30.3,148,11.199999999999989,0.017708942139089592,0,0,0.09669519399866364
L,298.7,308.5,1353,47.0,190,9.800000000000011,0.03473762010344809,0,0,0.5494789695572315
M,297.3,308.4,1521,38.2,87,11.099999999999966,0.025115055884270144,0,0,0.0682872171009978
L,300.2,310.2,1530,48.5,15,10.0,0.03169934640520804,0,0,0.24987630341382897
L,297.5,308.3,2564,12.8,127,10.800000000000011,0.004992199687985573,1,0,0.7696783418285529
L,303.8,313.2,1336,47.8,176,9.399999999999977,0.03577844311374567,0,0,0.6262602107934016
L,299.8,310.4,1579,36.4,0,10.599999999999966,0.02305256491448825,0,0,0.0397847973163194
L,301.3,310.8,1432,54.4,51,9.5,0.03798882681561593,0,0,0.5693749997125624
L,301.4,310.7,1428,53.7,176,9.300000000000011,0.03760504201678039,0,1,0.8320885678642177
M,300.7,310.6,1418,46.3,84,9.900000000000034,0.032651622002797843,0,0,0.2817703543853458
L,301.0,310.9,1492,44.6,15,9.899999999999977,0.029892761394081844,0,0,0.15419070897374218
L,302.2,310.1,1458,45.1,15,7.900000000000034,0.030932784636467127,0,0,0.3752587970649766
M,299.1,310.0,1437,41.1,192,10.899999999999977,0.028601252609583436,0,0,0.2333232401004784
M,301.6,310.5,1414,49.3,106,8.899999999999977,0.034865629420060204,0,0,0.5917989563891133
H,297.8,307.8,1662,30.7,48,10.0,0.0184717208182801,0,0,0.05841710709636279
M,298.7,310.0,1459,40.2,69,11.300000000000011,0.02755311857434712,0,0,0.05725706893582268
M,303.3,311.5,1384,54.8,48,8.199999999999989,0.039595375722514745,0,0,0.7401361728235064
M,300.2,310.4,1530,35.7,80,10.199999999999989,0.023333333333318086,0,0,0.08200243221652147
L,297.5,308.7,1371,46.5,121,11.199999999999989,0.03391684901529255,0,0,0.1924701652662392
L,298.0,308.6,1313,50.8,170,10.600000000000023,0.03869002284840922,0,0,0.5207550403798612
L,298.7,309.7,1881,21.7,29,11.0,0.011536416799568561,0,0,0.02984990817501053
M,302.3,310.1,1731,33.4,112,7.800000000000011,0.01929520508375546,0,0,0.4926352306382814
L,300.9,311.1,1457,37.4,96,10.200000000000045,0.025669183253242505,0,0,0.0974413461347291
M,302.3,311.7,1494,37.1,114,9.399999999999977,0.024832663989273876,0,0,0.18758227908782646
L,300.5,311.9,1546,39.4,203,11.399999999999977,0.02548512289778429,0,0,0.23047841747523956
M,299.0,310.3,1657,31.0,70,11.300000000000011,0.018708509354243386,0,0,0.03577099160246728
H,298.7,310.2,1613,36.0,0,11.5,0.02231866088033334,0,0,0.02520303592218886
L,300.7,309.6,1661,30.3,129,8.900000000000034,0.018242022877773486,0,0,0.21988721173550066
L,298.4,309.4,1540,43.2,141,11.0,0.02805194805192984,0,0,0.24137126848146118
L,302.2,311.3,1530,37.3,207,9.100000000000023,0.024379084967304326,1,0,0.46838712955566125
M,300.8,311.4,1521,39.9,15,10.599999999999966,0.026232741617339753,0,0,0.06048074655315191
L,302.2,310.0,1483,48.7,20,7.800000000000011,0.03283884018878433,0,0,0.55221827708164
L,301.4,311.3,2323,15.9,50,9.900000000000034,0.006844597503225637,0,0,0.4161697626905156
L,302.3,311.5,1530,37.8,57,9.199999999999989,0.024705882352925028,0,0,0.1558997281690345
L,296.9,308.1,1435,45.3,62,11.200000000000045,0.03156794425084908,0,0,0.10708233628780219
L,298.7,309.6,1516,38.5,61,10.900000000000034,0.025395778364099342,0,0,0.0637012971022008
M,296.4,307.4,1416,50.0,210,11.0,0.0353107344632519,0,0,0.5531555173823399
M,301.8,311.0,1756,26.7,33,9.199999999999989,0.01520501138951298,0,0,0.08121110615061826
L,300.5,310.5,1452,42.9,29,10.0,0.029545454545434197,0,0,0.11949532114860643
L,302.5,310.5,1436,36.5,43,8.0,0.02541782729803244,0,0,0.16043182048204688
L,301.6,310.6,1455,43.9,0,9.0,0.030171821305821186,0,0,0.17894591766899934
L,298.5,309.7,1634,37.8,78,11.199999999999989,0.02313341493266638,0,0,0.08896280090901157
M,301.8,309.9,1334,61.0,182,8.099999999999966,0.04572713643174983,1,1,0.9699861427529654
H,302.3,311.7,1482,39.0,127,9.399999999999977,0.026315789473666452,0,0,0.2562181740817703
L,303.4,311.5,1501,36.2,69,8.100000000000023,0.02411725516320845,0,0,0.22613836929465603
L,297.5,308.6,1513,39.7,32,11.100000000000023,0.026239259748826016,0,0,0.04859785397343005
M,299.0,308.6,1645,33.4,22,9.600000000000023,0.020303951367768813,0,0,0.07393834425820951
L,300.8,310.8,1689,32.9,151,10.0,0.019478981645932814,0,0,0.2311455051437482
L,300.3,311.7,1571,31.2,123,11.399999999999977,0.019859961807753113,0,0,0.04232654492538708
L,301.8,310.6,1395,50.5,131,8.800000000000011,0.03620071684585219,0,0,0.7062575352421748
L,298.4,309.5,1450,47.9,112,11.100000000000023,0.033034482758597904,0,0,0.25666353754538734
L,297.9,307.6,1968,20.4,171,9.700000000000045,0.010365853658531318,0,0,0.29771486228381033
L,300.4,310.6,1429,46.9,19,10.200000000000045,0.03282015395379089,0,0,0.15921408515171417
L,299.5,309.1,1415,49.2,8,9.600000000000023,0.034770318021176846,0,0,0.24675763558416125
H,297.4,308.6,1420,45.8,120,11.200000000000045,0.03225352112673785,0,0,0.18900503859199178
M,302.3,311.7,1486,39.6,147,9.399999999999977,0.026648721399712888,0,0,0.31570308339263636
